object,band,rise_time_days,decay_time_days,t0_days,peak_mag,chi2,baseline_chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,gp_dfdt_now,gp_dfdt_next,gp_d2fdt2_now,gp_predicted_mag_1d,gp_predicted_mag_2d,gp_time_to_peak,gp_extrap_slope,gp_T_peak,gp_T_now,gp_dTdt_peak,gp_dTdt_now,gp_sigma_f,gp_peak_to_peak,gp_snr_max,gp_dfdt_max,gp_dfdt_min,gp_frac_of_peak,gp_post_var_mean,gp_post_var_max,gp_skewness,gp_kurtosis,gp_n_inflections
ZTF25aaoefsh,g,1.939,13.576,12.647,17.380,10.091,15585.5,55,NaN,0.068242,-0.013608,-0.057269,-0.044544,0.012725,17.430437,17.399445,3.660305,-0.016793,19249.4,3935.6,28.094,-9.134,1.177053,3.399853,4726.946,0.136993,-0.065340,1.176591,0.043332,0.043332,-1.053768,-0.490514,3
ZTF25aaoelpm,r,1.324,9.271,1.324,17.438,1.307,686.8,18,NaN,0.043846,0.042930,-0.001397,0.006599,0.007995,17.443836,17.458452,0.322168,0.022476,19426.5,6620.1,-46.222,-18.363,0.705708,2.337650,1014.585,0.072460,-0.003763,1.134051,0.000911,0.000911,0.332100,-0.916525,3
ZTF25aaofsyz,g,1.125,0.675,8.323,20.596,0.016,0.2,7,NaN,-0.001503,0.142513,0.130322,-0.012013,-0.142334,20.922618,20.851074,-2.699232,-0.045535,4539.0,3883.0,3.836,-135.420,0.080823,0.338977,113.312,0.187871,-0.094474,1.016459,0.000996,0.000996,-0.540777,-0.157463,4
ZTF25aaofttb,g,18.795,7.229,39.036,19.551,0.726,5.8,20,NaN,-0.032787,0.028657,0.026821,0.027552,0.000732,19.857292,19.885468,-17.883838,0.028691,7114.7,5937.8,1.878,-53.477,0.288319,0.979844,379.570,0.029669,-0.034458,1.034842,0.015327,0.015327,0.528685,-0.876403,2
ZTF25aaofttb,r,27.470,5.783,49.157,19.654,0.981,3.2,23,NaN,-0.032197,0.007827,-0.030806,-0.030306,0.000500,20.204658,20.174891,35.290608,-0.029189,7114.7,5937.8,1.878,-53.477,0.311278,1.033767,314.837,0.011061,-0.033398,1.007075,0.018781,0.018781,1.047359,-0.244781,1
ZTF25aaofuee,r,7.118,9.965,14.236,17.500,2.335,513.6,31,31.319,-0.059195,0.025362,0.024365,0.020391,-0.003974,19.266046,19.282199,-48.600370,0.011721,17765.5,6630.2,39.692,-95.076,0.584248,1.803626,1214.475,0.055880,-0.113801,1.102648,0.003664,0.003664,0.047010,-1.220317,3
ZTF25aaofuee,g,7.118,8.542,12.813,17.755,2.107,678.8,25,NaN,-0.034286,0.043060,-0.072180,-0.067204,0.004976,17.981886,17.921069,8.017615,-0.053087,17765.5,6630.2,39.692,-95.076,0.744265,2.495073,1218.442,0.071840,-0.078485,1.140531,0.004328,0.004328,0.155608,-1.180859,4
ZTF25aaofxjv,g,9.550,8.489,16.978,18.371,0.670,163.3,16,25.467,-0.156373,0.050567,0.029333,0.020205,-0.009129,20.234863,20.245406,-34.993476,0.000790,13084.8,7078.3,-20.720,-67.739,0.634712,2.016341,872.961,0.081133,-0.185749,1.100378,0.000773,0.000773,0.099936,-1.365509,4
ZTF25aaofxjv,r,10.611,6.367,18.039,18.220,6.179,169.2,43,38.200,-0.194992,0.011807,-0.161278,-0.141923,0.019355,18.704125,18.581694,9.020240,-0.103134,13084.8,7078.3,-20.720,-67.739,0.583766,2.647248,870.793,0.043540,-0.269287,1.045379,0.017084,0.017084,1.624921,2.731555,2
ZTF25aaohnzw,g,8.560,11.006,14.675,18.859,1.352,251.5,16,25.680,-0.180115,0.044481,0.114457,0.108260,-0.006197,20.318796,20.418136,-21.251672,0.088221,10230.7,3818.5,29.519,-91.309,0.857174,2.549883,607.387,0.117839,-0.277640,1.135207,0.020920,0.020920,-0.033863,-1.511766,4
ZTF25aaohnzw,r,11.006,8.560,18.343,18.777,1.687,75.2,29,30.572,-0.164156,0.054219,0.034055,0.038611,0.004556,19.870045,19.913622,-28.542373,0.048604,10230.7,3818.5,29.519,-91.309,0.615768,2.394478,609.382,0.062998,-0.227195,1.093497,0.006639,0.006639,0.468945,-0.582273,4
ZTF25aaohuyd,r,4.998,4.998,11.425,18.458,0.422,13.1,15,NaN,-0.059867,0.053581,0.092723,0.092591,-0.000131,19.718353,19.805131,-23.564242,0.075618,12087.1,6577.5,-44.395,-68.538,0.324099,1.168068,302.686,0.093162,-0.064821,1.063284,0.005475,0.005475,0.229377,-0.947725,3
ZTF25aaohuyd,g,4.998,4.998,10.711,18.472,0.146,48.7,7,15.709,-0.185951,0.002006,-0.128768,-0.163251,-0.034483,19.906273,19.715830,10.711019,-0.207708,12087.1,6577.5,-44.395,-68.538,0.582571,1.617315,359.237,0.115431,-0.213206,1.080237,0.000650,0.000650,-0.147495,-1.514106,2
ZTF25aaoiard,r,NaN,14.672,0.000,19.099,1.275,20.5,27,NaN,0.008589,0.021409,0.021473,0.021439,-0.000033,20.154624,20.176019,-65.854213,0.021340,7659.5,4892.8,NaN,-26.198,0.358234,1.162908,412.468,0.021506,0.005549,1.060889,0.018770,0.018770,0.342603,-1.179037,1
ZTF25aaoiard,g,NaN,13.205,0.000,19.820,0.345,3.7,15,NaN,0.012831,0.005092,0.005346,0.004963,-0.000383,20.577676,20.582256,-62.939468,0.004197,7659.5,4892.8,NaN,-26.198,0.252917,0.783504,218.084,0.014603,0.002037,1.039531,0.009650,0.009650,-0.282729,-1.297748,1
ZTF25aaomnws,r,36.540,6.355,50.838,18.760,0.543,20.6,27,NaN,-0.081749,0.019661,0.019767,0.018704,-0.001063,19.094760,19.112395,-19.027195,0.016605,10584.0,7245.5,-10.078,-43.785,0.497985,1.755200,579.317,0.023194,-0.094673,1.023431,0.001902,0.001902,1.592287,1.294875,4
ZTF25aaomnws,g,15.887,9.532,30.185,18.740,1.523,67.4,28,52.426,-0.083572,0.038216,-0.088792,-0.090213,-0.001421,19.930101,19.839188,23.333235,-0.090882,10584.0,7245.5,-10.078,-43.785,0.508233,1.825786,605.643,0.046125,-0.090941,1.065130,0.005668,0.005668,0.674923,-0.624156,2
ZTF25aaompnz,g,3.849,4.949,6.599,17.756,21.871,2045.7,6,NaN,-0.065861,0.106665,-0.127255,-0.115586,0.011668,18.067543,17.966563,6.598906,-0.083706,17409.5,5699.0,32.103,-144.831,0.810867,2.347630,1408.670,0.164775,-0.118563,1.132220,0.013864,0.013864,0.515240,-1.270752,1
ZTF25aaompnz,r,0.550,6.049,1.650,17.507,1.915,1884.2,9,NaN,0.021617,0.094160,0.142133,0.133654,-0.008479,19.561475,19.684803,-18.299822,0.111389,17409.5,5699.0,32.103,-144.831,0.912993,2.593069,1417.477,0.155032,-0.018516,1.148119,0.001409,0.001409,0.264323,-1.436618,1
ZTF25aaopvlb,r,22.142,11.071,27.678,18.375,48.967,188.3,102,47.052,-0.116457,0.027106,0.019551,0.025807,0.006256,19.618471,19.655430,-30.173060,0.045921,13377.7,6039.2,-50.713,181.016,0.566928,2.413316,1212.744,0.110040,-0.360777,1.066127,0.077981,0.077981,1.031780,0.473275,10
ZTF25aaopvlb,g,8.303,11.071,15.223,17.852,4.107,600.4,39,23.526,-0.203354,-0.008530,0.048462,0.048554,0.000092,18.158805,18.208006,-6.753788,0.050900,13377.7,6039.2,-50.713,181.016,1.049563,3.207654,1243.300,0.107219,-0.330084,1.140538,0.011889,0.011889,-0.137322,-1.541615,2
ZTF25aaoqltj,g,11.622,16.271,20.920,16.144,0.288,670.9,27,27.893,-0.081092,0.025944,0.034753,0.030350,-0.004403,19.006606,19.032309,-43.098992,0.020909,37468.8,7770.5,-302.931,33.052,1.127269,3.425649,639.066,0.098980,-0.203809,1.208307,0.000722,0.000722,-0.614255,-1.090385,4
ZTF25aaoqltj,r,13.946,9.298,23.244,15.830,8.411,393.8,54,20.920,-0.104220,0.050302,0.042642,0.044341,0.001699,17.051580,17.096558,-22.761447,0.045091,37468.8,7770.5,-302.931,33.052,0.976860,3.519551,625.075,0.117812,-0.377765,1.222330,0.014797,0.014797,-0.081484,-0.953109,7
ZTF25aaoqyej,r,10.575,3.777,20.394,19.334,1.041,12.7,73,NaN,-0.111684,0.049481,-0.113011,-0.110115,0.002896,20.081533,19.975593,13.506155,-0.100564,7977.0,5232.6,9.029,-186.832,0.453380,1.622780,446.309,0.050966,-0.114863,1.033042,0.028047,0.028047,1.039372,0.066814,2
ZTF25aaoqyej,g,7.554,3.777,15.107,19.303,0.998,12.4,42,24.927,-0.177985,0.099170,0.053020,0.067027,0.014007,19.850213,19.931748,-13.812644,0.095114,7977.0,5232.6,9.029,-186.832,0.575916,2.020780,416.250,0.117575,-0.212134,1.067213,0.012010,0.012010,0.891213,-0.279538,4
ZTF25aaortzp,r,5.809,8.133,11.618,18.381,1.038,67.1,29,31.369,-0.065728,0.054839,0.038864,0.034982,-0.003882,18.997289,19.028636,-14.427221,0.028177,12607.7,4361.1,-4.782,-50.815,0.567294,1.897670,606.509,0.065293,-0.137252,1.103239,0.003606,0.003606,0.440685,-0.867395,3
ZTF25aaortzp,g,5.809,9.295,11.618,18.373,1.363,388.6,22,NaN,-0.037336,0.034927,0.082107,0.077820,-0.004287,20.123012,20.196446,-22.362788,0.069053,12607.7,4361.1,-4.782,-50.815,0.973733,2.712708,739.159,0.099931,-0.078020,1.147645,0.025373,0.025373,0.117852,-1.586100,1
ZTF25aaoruek,r,6.860,8.003,12.576,17.753,0.908,371.4,24,25.152,-0.158350,0.036436,0.015496,0.012015,-0.003481,20.106034,20.114131,-43.444279,0.003769,16349.0,4535.6,71.392,-107.692,0.794510,2.340566,755.322,0.092542,-0.277861,1.131837,0.004305,0.004305,0.140609,-1.441423,3
ZTF25aaoruek,g,6.860,9.146,11.433,17.852,0.538,526.7,20,17.149,-0.143574,0.029327,0.038406,0.054729,0.016323,17.959675,18.028000,-1.651138,0.080901,16349.0,4535.6,71.392,-107.692,1.046885,3.248214,931.308,0.154550,-0.281723,1.181949,0.002681,0.002681,-0.236451,-1.375843,6
ZTF25aaospja,g,13.210,2.202,18.164,19.203,0.018,19.5,7,NaN,-0.255277,0.080510,-0.061178,-0.083394,-0.022216,19.365313,19.281449,4.109735,-0.060640,7809.5,6376.9,-5.660,-40.296,0.479400,1.921122,436.916,0.123570,-0.297966,1.033822,0.000244,0.000244,1.548153,1.629369,4
ZTF25aaospja,r,5.504,7.706,10.458,19.602,0.035,12.6,6,NaN,-0.218774,0.034838,-0.014751,-0.005567,0.009184,19.628333,19.636630,-7.479472,0.022772,7809.5,6376.9,-5.660,-40.296,0.477023,1.666026,331.748,0.040812,-0.251337,1.013263,0.000518,0.000518,1.674151,1.403205,4
ZTF25aaovvcg,r,10.970,1.828,21.940,18.160,0.276,72.8,8,NaN,-0.111624,0.031810,-0.059341,-0.074144,-0.014803,20.147192,20.058976,21.940425,-0.101184,10217.0,9377.5,-58.710,99.898,0.691550,2.061052,623.304,0.044378,-0.139206,1.012572,0.002612,0.002612,0.741964,-0.963872,1
ZTF25aaovvcg,g,2.438,1.219,23.769,19.491,0.012,7.2,7,NaN,0.081762,0.038200,-0.037922,0.006093,0.044015,19.758046,19.792952,10.891329,0.043363,10217.0,9377.5,-58.710,99.898,0.292768,1.051906,252.884,0.147013,-0.169455,1.008230,0.000146,0.000146,0.725863,-0.488113,6
ZTF25aaowtpy,g,10.893,12.708,29.047,16.931,0.622,661.1,23,21.785,-0.121784,0.020823,-0.045046,-0.024187,0.020859,16.932049,16.927691,1.059513,0.014102,24132.2,6819.2,148.618,76.269,1.148572,3.318899,804.057,0.116752,-0.200567,1.193436,0.002175,0.002175,-0.547454,-1.223409,4
ZTF25aaowtpy,r,7.262,10.893,29.047,17.004,1.588,402.9,35,27.231,-0.055525,0.021841,0.044327,0.044191,-0.000136,18.877390,18.921598,-38.773635,0.044249,24132.2,6819.2,148.618,76.269,0.768541,2.329493,755.194,0.076999,-0.160766,1.130178,0.004395,0.004395,-0.358913,-1.283369,6
ZTF25aaowwja,r,7.720,3.563,13.658,18.498,2.825,53.5,24,NaN,-0.145116,0.046747,-0.161562,-0.156268,0.005293,19.352505,19.204276,11.553964,-0.137724,12036.7,8574.7,-11.045,-239.153,0.346878,1.353726,1094.384,0.046994,-0.164122,1.031803,0.009936,0.009936,1.165747,0.693625,2
ZTF25aaowwja,g,5.938,4.157,10.689,18.424,0.366,66.9,10,24.940,-0.171786,0.073710,0.074722,0.069845,-0.004877,19.400369,19.463406,-18.236700,0.054702,12036.7,8574.7,-11.045,-239.153,0.347647,1.330964,1049.909,0.077903,-0.214216,1.049863,0.000525,0.000525,0.781187,-0.277586,2
ZTF25aaowwuh,r,11.419,4.894,21.207,18.529,1.642,114.9,13,26.101,-0.185206,0.093063,-0.177377,-0.156034,0.021343,19.007021,18.874349,9.083816,-0.108573,11604.5,7052.8,-14.016,-377.501,0.862514,2.831850,967.528,0.113271,-0.220824,1.056575,0.004183,0.004183,1.126269,-0.016514,2
ZTF25aaowwuh,g,7.341,3.263,17.129,18.530,1.376,66.4,15,26.101,-0.231946,0.103663,-0.268433,-0.231986,0.036447,19.032574,18.843560,6.126276,-0.142877,11604.5,7052.8,-14.016,-377.501,1.002226,3.227802,917.247,0.128301,-0.313790,1.063144,0.009036,0.009036,1.244479,0.160321,4
ZTF25aaoxequ,r,8.678,8.678,15.909,18.107,4.018,199.9,36,26.033,-0.123909,0.013805,0.060664,0.062186,0.001523,18.453347,18.515467,-7.982822,0.060674,13640.2,6681.9,-2.945,46.526,0.536796,2.050811,788.955,0.062116,-0.186135,1.084596,0.012355,0.012355,-0.190126,-0.974164,4
ZTF25aaoxequ,g,8.678,10.124,14.463,18.298,3.147,239.8,41,23.140,-0.122629,-0.019938,-0.283042,-0.272067,0.010975,19.410952,19.161112,11.496453,-0.219241,13640.2,6681.9,-2.945,46.526,0.695213,2.204829,725.410,0.100044,-0.283204,1.086087,0.015921,0.015921,-0.586010,-1.185497,5
ZTF25aaoxgwp,r,8.688,10.136,15.928,18.455,0.874,84.4,48,28.959,-0.172873,0.028630,0.058571,0.053616,-0.004956,20.056455,20.103993,-40.994676,0.040779,12417.4,4279.1,27.418,-14.592,0.704087,2.885969,518.692,0.063805,-0.288806,1.101680,0.007843,0.007843,0.416952,-0.521710,5
ZTF25aaoxgwp,g,8.688,11.584,15.928,18.365,3.586,207.4,35,24.616,-0.159613,0.022188,0.089005,0.087357,-0.001648,19.995012,20.079865,-24.013472,0.081569,12417.4,4279.1,27.418,-14.592,0.969583,2.753003,669.248,0.089748,-0.248385,1.149752,0.020954,0.020954,-0.164594,-1.489959,2
ZTF25aaoxrmn,g,26.244,19.683,102.864,18.751,1.674,58.3,60,NaN,-0.008948,0.020872,-0.014464,-0.014457,0.000007,19.019070,19.004654,30.875914,-0.014340,12576.4,6262.2,5.328,-27.377,0.552489,1.810020,685.491,0.027960,-0.014451,1.096527,0.008966,0.008966,0.787601,-0.618230,2
ZTF25aaoxrmn,r,29.525,22.964,106.145,18.008,3.173,109.4,70,NaN,-0.008029,0.015925,-0.008581,-0.008276,0.000306,18.085838,18.077886,17.241637,-0.007611,12576.4,6262.2,5.328,-27.377,0.367795,1.223763,1171.749,0.020919,-0.010946,1.067955,0.003852,0.003852,0.715934,-0.591966,2
ZTF25aaoxxlf,g,2.563,2.563,17.943,18.905,0.005,15.8,8,17.089,0.003507,-0.002504,0.259096,0.002725,-0.256371,20.632495,20.408518,-17.918623,-0.291833,9609.4,7035.3,-16.146,62.287,0.376709,1.742020,232.925,0.359219,-0.289893,1.043115,0.000111,0.000111,0.315539,0.691336,10
ZTF25aaoxxlf,r,8.544,4.272,19.652,19.005,0.767,5.7,34,NaN,-0.075076,0.018918,0.031441,0.029154,-0.002287,19.413092,19.439995,-12.234686,0.024671,9609.4,7035.3,-16.146,62.287,0.432507,1.414281,319.936,0.039801,-0.120734,1.029658,0.021296,0.021296,0.840271,-0.421796,2
ZTF25aaoyfil,r,5.043,5.043,8.825,18.389,1.224,5.9,17,NaN,-0.034124,0.029467,-0.015787,-0.008511,0.007276,18.390919,18.389708,1.758991,0.005987,12067.7,7141.3,-3.437,-10.438,0.248923,0.734530,336.287,0.048869,-0.053405,1.039943,0.013680,0.013680,0.524514,-1.195722,1
ZTF25aaoyfil,g,3.152,5.673,5.673,18.534,0.416,16.0,11,NaN,-0.014386,0.033660,0.093887,0.099950,0.006063,19.119006,19.223095,-9.301136,0.106154,12067.7,7141.3,-3.437,-10.438,0.599411,1.569207,288.923,0.106436,-0.036754,1.084449,0.003536,0.003536,0.291073,-1.552203,1
ZTF25aaozpsn,r,NaN,9.777,0.000,17.171,3.461,168.3,20,NaN,0.049522,0.023707,0.033976,0.032936,-0.001040,19.228874,19.260749,-43.875116,0.030795,20360.3,6344.4,NaN,-21.021,0.748974,2.416548,638.828,0.050615,0.015703,1.140737,0.035197,0.035197,-0.272231,-1.233074,1
ZTF25aaozpsn,g,NaN,8.555,0.000,17.502,8.558,1648.6,18,NaN,0.095696,0.010142,0.014651,0.013643,-0.001008,20.095512,20.108005,-49.914410,0.011198,20360.3,6344.4,NaN,-21.021,0.776706,2.649044,1363.028,0.100437,-0.001342,1.151260,0.021689,0.021689,-0.960625,-0.300273,1
ZTF25aaozqak,r,4.901,1.532,8.271,17.765,0.466,5.2,15,NaN,-0.102865,0.037746,0.033045,0.037149,0.004104,17.881489,17.920293,-3.734024,0.038457,16717.7,15286.2,-4.107,-268.232,0.146900,0.550951,451.284,0.038938,-0.117115,1.010942,0.001646,0.001646,1.242547,0.630454,1
ZTF25aaozsgb,r,NaN,13.961,128.243,18.662,2.239,6.6,39,NaN,0.007340,0.008855,0.008609,0.008631,0.000022,19.008325,19.016978,-42.985185,0.008673,7193.2,6266.4,-13.384,-15.826,0.187113,0.628524,487.383,0.008867,0.006879,1.033679,0.009485,0.009485,0.084086,-1.218135,0
ZTF25aaozsgb,g,6.205,34.127,168.574,20.215,1.412,3.0,30,NaN,0.019582,-0.027937,0.014713,0.004553,-0.010160,20.932116,20.926872,-16.638015,-0.014327,7193.2,6266.4,-13.384,-15.826,0.263780,0.895829,193.405,0.064774,-0.068400,1.014120,0.050720,0.050720,-0.411715,-0.935657,4
ZTF25aapafwq,g,10.044,2.363,24.293,17.954,1.385,65.7,14,NaN,-0.122022,0.035530,0.026489,0.030805,0.004316,18.056332,18.090569,-4.682089,0.036832,15699.9,13346.7,1.683,-272.509,0.438135,1.493854,614.058,0.040320,-0.125086,1.016187,0.002364,0.002364,1.147752,0.021672,1
ZTF25aapafwq,r,9.453,2.954,23.112,17.844,0.410,83.1,9,NaN,-0.115105,0.046155,-0.093804,-0.084529,0.009275,18.126696,18.052427,8.196480,-0.063286,15699.9,13346.7,1.683,-272.509,0.385507,1.354209,702.862,0.048603,-0.117926,1.023471,0.005774,0.005774,1.123648,0.112812,2
ZTF25aapairy,g,NaN,12.414,19.106,17.901,0.647,411.6,8,NaN,0.054985,-0.036723,0.033577,0.038428,0.004851,18.023621,18.066811,-2.917338,0.047820,15313.0,7525.4,NaN,37.084,0.623006,1.952715,987.936,0.078552,-0.038679,1.070051,0.000670,0.000670,-0.761056,-0.775981,2
ZTF25aapairy,r,NaN,12.414,19.106,18.009,2.491,473.2,41,NaN,0.027153,0.018717,0.009208,0.007838,-0.001370,19.848520,19.855000,-60.826667,0.005138,15313.0,7525.4,NaN,37.084,0.603670,1.831309,1053.641,0.040253,0.009374,1.101686,0.014395,0.014395,-0.108238,-1.400668,1
ZTF25aapbtrb,r,16.356,16.356,218.074,18.431,0.110,1.0,14,NaN,0.006100,0.008521,0.007673,0.007418,-0.000255,18.841095,18.848236,178.158302,0.006845,11091.4,8936.7,NaN,-36.731,0.145014,0.591389,155.170,0.018190,-0.007108,1.032087,0.003007,0.003007,-0.254197,-0.642035,5
ZTF25aapbtrb,g,NaN,43.615,0.000,18.735,1.743,2.7,31,NaN,0.002950,0.000626,0.003106,0.003098,-0.000007,18.782167,18.785258,-13.891215,0.003084,11091.4,8936.7,NaN,-36.731,0.150350,0.491617,417.722,0.003180,0.000243,1.026240,0.031824,0.031824,-0.544305,-0.984191,0
ZTF25aapclig,g,7.324,6.409,13.733,18.907,0.628,28.6,14,19.226,-0.139659,0.009228,-0.165892,-0.159956,0.005936,19.631891,19.481486,9.721164,-0.137558,10286.9,5191.1,-31.490,-19.827,0.668221,1.846272,520.754,0.110410,-0.167999,1.094373,0.003694,0.003694,-0.082658,-1.514899,2
ZTF25aapclig,r,9.155,5.493,15.564,18.717,0.651,71.6,33,27.466,-0.161319,0.036011,0.046799,0.052075,0.005275,18.908301,18.963744,-4.469222,0.057102,10286.9,5191.1,-31.490,-19.827,0.470036,1.882214,699.358,0.057362,-0.195262,1.064100,0.019590,0.019590,0.457131,-0.390544,3
ZTF25aapdivq,g,6.857,6.000,13.715,18.870,1.071,52.5,16,20.572,-0.161095,0.076876,-0.030433,-0.009761,0.020672,18.868752,18.878320,0.603916,0.027177,11061.6,5195.3,-27.831,-142.925,0.682073,2.143339,409.463,0.096587,-0.186929,1.113583,0.008099,0.008099,0.215825,-1.291147,2
ZTF25aapdivq,r,8.572,5.143,14.572,18.452,1.730,100.4,25,29.144,-0.166285,0.043774,0.045874,0.042478,-0.003396,18.970546,19.009663,-11.372588,0.036076,11061.6,5195.3,-27.831,-142.925,0.443931,1.828671,613.900,0.063216,-0.214882,1.061747,0.008685,0.008685,0.667457,0.019016,2
ZTF25aapdjuv,r,NaN,20.374,0.000,19.821,0.441,3.3,5,NaN,0.003169,0.003511,0.003475,0.003480,0.000005,20.000981,20.004466,-53.964225,0.003490,6537.0,5495.9,6.596,-1.443,0.126902,0.426167,291.178,0.003559,0.003012,1.021501,0.012404,0.012404,0.045916,-1.223492,0
ZTF25aapdjuv,g,10.187,10.187,28.014,19.698,0.017,3.9,8,NaN,-0.016933,0.004427,-0.002115,-0.003026,-0.000911,20.113355,20.109485,-95.783315,-0.004628,6537.0,5495.9,6.596,-1.443,0.115133,0.424057,356.223,0.019348,-0.026703,1.021092,0.000065,0.000065,-1.033623,0.289285,4
ZTF25aapdkvl,r,6.317,7.581,12.635,18.522,0.248,32.3,32,27.797,-0.067802,0.052163,0.059028,0.054147,-0.004881,19.145123,19.193639,-11.387763,0.042492,11524.2,5233.6,41.649,-14.902,0.606066,2.089583,293.525,0.065818,-0.129410,1.112817,0.003863,0.003863,0.311777,-0.870649,3
ZTF25aapdkvl,g,6.317,10.108,11.371,18.615,0.075,21.3,15,24.006,-0.070274,-0.040600,0.078454,0.073245,-0.005210,20.260267,20.327575,-22.652444,0.060685,11524.2,5233.6,41.649,-14.902,0.680224,1.967387,259.059,0.091792,-0.160085,1.072351,0.000957,0.000957,-0.293700,-1.402639,2
ZTF25aapenxt,g,6.730,10.767,12.113,18.469,1.168,233.3,14,NaN,-0.035904,0.039962,0.044687,0.045951,0.001265,20.876454,20.923310,-39.867376,0.047306,11665.2,3969.1,12.960,-44.209,0.987628,2.881064,559.987,0.096924,-0.091825,1.155999,0.006872,0.006872,-0.030021,-1.489334,3
ZTF25aapenxt,r,6.730,9.422,13.459,18.618,0.370,77.0,37,NaN,-0.045657,0.022427,0.054167,0.054780,0.000613,19.037924,19.092003,-10.543272,0.052000,11665.2,3969.1,12.960,-44.209,0.580357,1.805991,537.692,0.070426,-0.089192,1.097000,0.008757,0.008757,0.282345,-1.219093,4
ZTF25aapgumb,g,7.349,3.675,12.249,18.066,2.572,151.3,12,22.660,-0.288327,0.089585,-0.343670,-0.330142,0.013528,19.394442,19.089626,10.167675,-0.270046,13644.0,9535.3,-4.844,-410.223,0.587009,2.373703,793.341,0.094869,-0.345718,1.054660,0.003228,0.003228,1.466656,1.560458,2
ZTF25aapgumb,r,7.349,3.062,13.474,18.340,1.555,79.1,9,NaN,-0.256545,0.063354,0.017790,0.017425,-0.000365,18.393063,18.407483,-2.654873,0.010643,13644.0,9535.3,-4.844,-410.223,0.625124,2.317568,957.346,0.102118,-0.275011,1.031308,0.002456,0.002456,1.635270,1.507594,3
ZTF25aapgxef,g,8.247,2.749,14.295,17.743,5.444,536.7,8,NaN,-0.247444,0.073178,-0.278710,-0.263650,0.015059,19.157472,18.911866,12.231063,-0.225039,18906.2,15314.7,-21.432,-433.200,0.591512,2.265895,1162.756,0.074422,-0.293192,1.040997,0.030431,0.030431,1.357734,0.971116,1
ZTF25aapgxef,r,9.896,2.749,15.944,17.246,0.573,1546.3,8,NaN,-0.245199,0.026587,0.004960,0.007381,0.002422,17.265205,17.276484,-3.980146,0.016786,18906.2,15314.7,-21.432,-433.200,0.640884,2.231080,1551.985,0.051135,-0.260091,1.011221,0.000133,0.000133,1.499159,0.924395,1
ZTF25aapgxhg,g,11.621,1.162,14.719,17.764,0.028,862.0,5,NaN,-0.672097,0.029000,-0.946757,-0.785202,0.161555,18.931228,18.549919,12.740214,-0.062942,16725.7,15630.4,-13.456,-677.461,0.908523,3.515022,767.464,0.093336,-0.964392,1.008280,0.000183,0.000183,1.787722,2.386242,5
ZTF25aapjaog,g,8.258,11.561,24.465,17.717,6.521,1610.5,28,21.471,-0.144286,0.013760,0.098892,0.098118,-0.000774,18.641532,18.738229,-12.543891,0.094856,16571.6,4000.1,45.244,-30.288,1.181094,3.402137,1171.799,0.098656,-0.239573,1.192023,0.032269,0.032269,-0.291434,-1.382630,2
ZTF25aapjaog,r,9.910,13.213,24.465,17.850,9.231,753.8,44,31.380,-0.157896,0.036683,0.036061,0.037604,0.001542,18.124740,18.164146,-8.580280,0.041408,16571.6,4000.1,45.244,-30.288,0.934388,3.248422,1159.646,0.068652,-0.364424,1.155225,0.014323,0.014323,0.155884,-1.274207,5
ZTF25aapjhau,g,9.212,1.228,9.827,20.837,0.004,0.9,8,NaN,0.005155,-0.019623,-0.111353,-0.009265,0.102087,20.922155,20.826135,1.732339,0.166192,4779.6,4405.8,61.691,27.307,0.139221,0.547719,92.817,0.428189,-0.164747,1.013868,0.000267,0.000267,0.046619,-0.594930,16
ZTF25aapjhau,r,9.827,3.071,17.197,20.087,0.555,0.8,17,NaN,-0.018155,0.011881,0.008473,0.009719,0.001246,20.127455,20.138357,-6.731500,0.012015,4779.6,4405.8,61.691,27.307,0.056841,0.207546,211.339,0.015186,-0.020924,1.005359,0.011152,0.011152,0.960751,-0.022098,0
ZTF25aapjmqu,r,19.798,29.697,65.272,18.261,2.401,224.6,67,NaN,-0.006295,0.018524,0.018870,0.018694,-0.000176,19.892828,19.911340,-105.440773,0.018326,10075.2,4249.9,3.149,-11.754,0.643542,1.946433,955.520,0.021272,-0.012212,1.106588,0.005496,0.005496,0.644026,-1.058596,1
ZTF25aapjmqu,g,13.199,32.997,55.373,19.457,1.385,34.0,54,NaN,-0.004391,0.004658,0.023346,0.023477,0.000132,20.163057,20.186648,-50.403429,0.023687,10075.2,4249.9,3.149,-11.754,0.706032,1.828670,471.036,0.023890,-0.013428,1.093139,0.017551,0.017551,0.141413,-1.631147,1
ZTF25aapjruy,r,8.766,10.519,17.532,17.916,2.481,364.7,82,35.065,-0.123942,0.018882,0.010821,0.014416,0.003594,19.901595,19.919896,-56.394924,0.022234,15716.9,4435.6,-98.534,-9.488,0.766854,2.585796,1031.648,0.065906,-0.229296,1.128952,0.030135,0.030135,-0.024575,-1.415065,6
ZTF25aapjruy,g,7.013,12.273,15.779,17.869,4.144,984.9,59,22.792,-0.126448,0.028524,0.013495,0.012619,-0.000876,20.513947,20.526525,-44.156193,0.013326,15716.9,4435.6,-98.534,-9.488,1.070897,3.239618,1057.950,0.087218,-0.240614,1.178811,0.026829,0.026829,-0.324088,-1.330580,6
