object,band,variant,rise_time_days,decay_time_days,peak_time_days,chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,powerlaw_amplitude,powerlaw_index
ZTF25aawkhlu,r,Full,38.684,1513.158,20.509,0.201,3,NaN,-0.017311,-0.015047,NaN,NaN
ZTF25aawkwoy,r,Full,5.262,49.597,17.020,4.746,50,119.812,-0.068041,0.021891,NaN,NaN
ZTF25aawkwoy,g,Full,5.158,30.994,16.314,2.479,41,119.812,-0.065358,0.035031,NaN,NaN
ZTF25aawlldt,r,Full,4.363,31.581,10.984,0.254,60,68.913,-0.092729,0.034375,NaN,NaN
ZTF25aawlldt,g,Full,5.579,14.226,13.718,0.298,45,68.913,-0.078828,0.076262,NaN,NaN
ZTF25aawlutq,r,Bazin,3.613,3.511,13.660,6944.419,35,49.345,0.065644,0.000090,NaN,NaN
ZTF25aawlutq,g,Bazin,2.849,2.810,13.570,8278.920,32,49.345,0.067393,0.000012,NaN,NaN
ZTF25aawmdtp,r,Bazin,2.988,24.910,7.156,1.198,29,103.916,-0.040115,0.020983,NaN,NaN
ZTF25aawmdtp,g,Bazin,2.413,11.584,7.234,1.268,22,103.916,-0.007738,0.001412,NaN,NaN
ZTF25aawmdtp,i,Bazin,17.165,14.941,30.000,0.654,8,77.285,0.027838,0.509216,NaN,NaN
ZTF25aawnctx,r,Bazin,3.537,20.779,11.910,0.519,13,60.021,-0.147066,0.040823,NaN,NaN
ZTF25aawnctx,g,Bazin,1.000,1.218,14.062,9.115,8,60.021,-0.107617,0.000000,NaN,NaN
ZTF25aawngni,r,Full,3.317,51.716,7.341,24.243,58,178.752,-0.011354,0.020994,NaN,NaN
ZTF25aawngni,g,Full,2.107,0.007,4.010,81.952,50,178.752,0.000939,-0.000000,NaN,NaN
ZTF25aawngni,i,Full,1.220,24.651,17.341,2.267,2,178.752,-0.261856,0.044045,NaN,NaN
ZTF25aawnphj,r,Full,2.681,20.536,7.513,1.938,28,56.963,-0.205974,0.052871,NaN,NaN
ZTF25aawnphj,g,Full,3.684,9.877,10.736,3.501,20,56.963,-0.187199,0.109921,NaN,NaN
ZTF25aawopwu,g,Bazin,1.012,33.115,-32.537,0.134,4,NaN,0.018623,0.009437,NaN,NaN
ZTF25aawopwu,r,Bazin,2.275,1.000,-55.605,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aawoyma,r,Bazin,3.458,6.262,11.413,0.055,3,NaN,-0.046184,-0.021383,NaN,NaN
ZTF25aawoyma,g,Bazin,7.243,28.359,-18.993,0.000,2,NaN,0.015606,0.016509,NaN,NaN
ZTF25aawpfbf,r,Bazin,3.926,22.982,8.894,2.349,61,75.907,-0.076980,0.033323,NaN,NaN
ZTF25aawpfbf,g,Bazin,13.870,33.115,30.000,0.530,6,NaN,-0.019140,0.016436,NaN,NaN
ZTF25aawscge,r,Bazin,3.641,27.358,7.843,1.464,23,41.129,-0.229075,0.051831,NaN,NaN
ZTF25aawscge,g,Bazin,6.968,1.534,-95.551,138.400,20,NaN,0.000000,0.000000,NaN,NaN
ZTF25aawstyi,g,Full,665.142,1808.042,7.001,0.803,5,NaN,0.005877,-0.000174,NaN,NaN
ZTF25aawstyi,r,Full,665.142,665.142,17.001,520.503,2,NaN,0.025591,0.000851,NaN,NaN
ZTF25aawsvia,r,Bazin,3.789,3.274,30.000,0.332,9,NaN,0.000000,0.000000,NaN,NaN
ZTF25aawsvia,g,Bazin,16.334,1.000,-36.456,0.379,6,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aawterb,r,Bazin,5.506,33.115,10.633,1.676,49,85.825,-0.072618,0.042254,NaN,NaN
ZTF25aawterb,g,Bazin,4.078,20.591,10.366,3.102,36,85.825,-0.080154,0.066307,NaN,NaN
ZTF25aawterb,i,Bazin,1.732,20.826,0.359,1.322,27,47.872,0.017213,0.003270,NaN,NaN
ZTF25aawtuhc,r,Bazin,1.000,4.354,4.817,0.886,10,2.462,-0.116732,0.008355,NaN,NaN
ZTF25aawupkn,g,Full,6.120,214.485,7.994,0.174,6,NaN,-0.074649,-0.065584,NaN,NaN
ZTF25aawupkn,r,Full,9.704,118.394,4.798,0.036,4,NaN,0.000218,-0.030737,NaN,NaN
ZTF25aawvgwq,r,Bazin,2.715,33.115,4.946,0.818,9,NaN,-0.091551,0.011083,NaN,NaN
ZTF25aawvgwq,g,Bazin,2.912,13.975,5.051,0.077,8,1.373,-0.186006,0.058787,NaN,NaN
ZTF25aawvhce,r,Full,2.382,64.218,5.257,3.042,19,3.820,-0.183601,0.016905,NaN,NaN
ZTF25aawvhce,g,Full,3.095,23.624,6.561,1.037,13,40.013,-0.147152,0.045913,NaN,NaN
ZTF25aawvjbd,r,Full,2.105,0.063,22.894,0.897,14,22.730,-0.515786,-0.073231,NaN,NaN
ZTF25aawvjbd,g,Full,3.672,0.170,25.453,1.278,12,23.664,-0.285872,-0.104584,NaN,NaN
ZTF25aaxaphe,r,Full,303.306,1808.042,100.000,0.532,12,NaN,-0.002011,-0.000965,NaN,NaN
ZTF25aaxaphe,g,Full,111.580,1808.042,100.000,0.215,4,24.273,-0.006442,-0.002663,NaN,NaN
ZTF25aaxdccu,r,Bazin,1.000,33.115,-0.956,0.642,7,NaN,-0.058781,0.026999,NaN,NaN
ZTF25aaxdtdm,g,Bazin,4.980,19.392,-7.876,0.221,12,15.406,0.030875,0.029313,NaN,NaN
ZTF25aaxdtdm,r,Bazin,30.880,28.446,15.565,0.553,11,8.538,0.021704,0.038081,NaN,NaN
ZTF25aaxdtdm,i,Bazin,1.608,27.807,16.775,0.000,3,15.962,-0.000000,0.040531,NaN,NaN
ZTF25aaxdwjf,r,Bazin,33.115,15.731,-24.001,1.066,25,NaN,0.014224,0.002916,NaN,NaN
ZTF25aaxdwjf,i,Bazin,1.089,33.115,-37.930,0.618,19,NaN,0.010423,0.004800,NaN,NaN
ZTF25aaxdwjf,g,Bazin,33.115,9.030,26.289,0.045,6,35.342,0.087730,0.027934,NaN,NaN
ZTF25aaxdxsi,g,Bazin,33.115,22.050,25.786,1.003,28,21.872,0.018289,0.010805,NaN,NaN
ZTF25aaxdxsi,r,Bazin,1.000,25.302,-17.197,0.507,26,43.744,0.035012,0.016541,NaN,NaN
ZTF25aaxeojh,r,Bazin,2.347,21.778,7.051,11.016,81,81.813,-0.086303,0.030158,NaN,NaN
ZTF25aaxeojh,g,Bazin,2.979,13.722,9.518,3.560,80,81.813,-0.087606,0.038865,NaN,NaN
ZTF25aaxeojh,i,Bazin,1.000,14.418,3.296,5.449,44,81.813,-0.009798,0.005000,NaN,NaN
ZTF25aaxfeqw,r,Bazin,31.161,20.771,-39.185,0.617,3,NaN,0.007220,0.005964,NaN,NaN
ZTF25aaxfewx,r,Full,123.693,1801.439,-5.000,0.049,4,NaN,-0.003608,-0.003067,NaN,NaN
ZTF25aaxfewx,g,Full,45.504,1808.042,5.000,0.071,3,NaN,-0.011620,-0.007426,NaN,NaN
ZTF25aaxfjnb,r,Full,665.142,69.168,65.923,0.676,15,26.660,0.015978,0.014886,NaN,NaN
ZTF25aaxfjnb,g,Full,244.692,188.019,74.103,0.340,9,14.454,0.010862,0.013234,NaN,NaN
ZTF25aaxikcw,r,Bazin,14.499,33.115,23.840,2.199,25,19.086,-0.009094,0.014746,NaN,NaN
ZTF25aaxikcw,g,Bazin,7.881,11.446,21.646,2.522,16,63.937,0.008897,0.003497,NaN,NaN
ZTF25aaxiqif,g,Full,5.110,172.390,7.258,0.956,14,NaN,-0.092301,-0.027862,NaN,NaN
ZTF25aaxiqif,r,Full,1.880,468.603,3.820,1.504,11,2.530,-0.321207,0.001165,NaN,NaN
ZTF25aaxiqif,i,Full,4.807,468.603,12.571,0.152,5,4.518,-0.154457,0.003696,NaN,NaN
ZTF25aaxiwgb,r,Full,1.914,35.919,3.262,9.642,30,3.249,-0.131152,0.030227,NaN,NaN
ZTF25aaxiwgb,g,Full,2.744,13.214,6.505,0.538,20,53.872,-0.183353,0.082166,NaN,NaN
ZTF25aaxjntk,r,Full,2.120,21.636,13.041,116.511,48,98.977,-0.115105,0.050183,NaN,NaN
ZTF25aaxjntk,g,Full,2.639,11.710,15.223,208.713,39,98.977,-0.106376,0.092723,NaN,NaN
ZTF25aaxjzpf,g,Full,5.742,13.644,13.150,0.289,8,47.951,-0.089396,0.078212,NaN,NaN
ZTF25aaxjzpf,r,Full,4.333,23.488,9.683,0.051,8,47.951,-0.106332,0.046052,NaN,NaN
ZTF25aaxjzpf,i,Full,3.066,7.855,22.965,0.034,2,47.951,-0.316323,0.137212,NaN,NaN
ZTF25aaxjzzz,g,Bazin,2.954,12.359,9.711,5.225,78,108.969,-0.029547,0.003538,NaN,NaN
ZTF25aaxjzzz,r,Bazin,2.662,30.117,6.666,18.120,61,108.969,-0.046551,0.038376,NaN,NaN
ZTF25aaxjzzz,i,Bazin,1.571,1.971,17.239,5.886,38,NaN,0.005399,0.000000,NaN,NaN
ZTF25aaxnchn,r,Full,2.120,21.333,13.114,123.343,41,82.991,-0.164628,0.050895,NaN,NaN
ZTF25aaxnchn,g,Full,2.671,11.867,15.182,201.861,35,82.991,-0.154899,0.091492,NaN,NaN
ZTF25aaxocya,r,Bazin,2.339,15.928,-2.517,0.879,13,NaN,-0.005696,0.029018,NaN,NaN
ZTF25aaxpdfh,r,Full,18.457,1808.042,53.296,6.530,10,81.853,-0.034013,-0.015369,NaN,NaN
ZTF25aaxpdfh,g,Full,26.659,966.657,43.296,25.639,5,34.140,-0.008659,-0.000000,NaN,NaN
ZTF25aaxqbfo,r,Full,3.750,16.404,11.478,0.943,13,6.734,-0.214169,0.043835,NaN,NaN
ZTF25aaxqbfo,g,Full,4.904,8.291,13.231,0.369,11,23.930,-0.156844,0.092394,NaN,NaN
ZTF25aaxrkep,g,FastDecay,NaN,148.413,44.682,0.558,35,10.658,0.010438,0.007316,NaN,NaN
ZTF25aaxrkep,r,FastDecay,NaN,148.413,34.682,0.489,26,NaN,0.007908,0.007316,NaN,NaN
ZTF25aaxrqam,g,Full,3.546,7.039,7.871,0.722,10,23.884,-0.180448,0.146261,NaN,NaN
ZTF25aaxsmkl,r,Bazin,3.615,27.224,7.870,0.964,36,83.959,-0.035180,0.015913,NaN,NaN
ZTF25aaxsmkl,g,Bazin,32.138,33.115,16.118,0.814,7,NaN,0.005881,0.004269,NaN,NaN
ZTF25aaxsmkl,i,Bazin,1.488,2.485,-41.287,0.441,5,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaxsqaw,r,Full,4.778,202.431,-0.106,1.496,37,NaN,-0.049049,0.062159,NaN,NaN
ZTF25aaxvwdu,r,Full,0.012,0.007,25.786,3.620,35,52.957,-0.000000,0.055945,NaN,NaN
ZTF25aaxvwdu,g,Full,0.033,0.007,35.786,46.883,1,35.660,-0.000000,0.018946,NaN,NaN
ZTF25aaxwrva,g,Bazin,2.185,13.589,4.948,2.680,17,33.003,-0.244150,0.105864,NaN,NaN
ZTF25aaxwrva,r,Bazin,1.000,33.115,-55.699,189.553,16,NaN,0.009604,0.005362,NaN,NaN
ZTF25aaxzllv,r,Full,3.448,8.021,11.206,7.574,15,7.447,-0.292498,0.069048,NaN,NaN
ZTF25aaxzllv,g,Full,3.479,7.629,12.427,0.787,10,8.446,-0.285848,0.056181,NaN,NaN
ZTF25aayelvu,r,Bazin,1.129,33.115,1.107,0.159,8,NaN,-0.211962,0.019649,NaN,NaN
ZTF25aayelvu,g,Bazin,32.935,12.348,6.576,0.001,3,NaN,0.046288,0.039086,NaN,NaN
ZTF25aayiimj,r,Bazin,3.915,21.941,15.470,1.424,29,120.835,-0.053813,0.004728,NaN,NaN
ZTF25aayiimj,g,Bazin,4.453,8.729,20.653,2.556,16,120.835,-0.050968,-0.000000,NaN,NaN
ZTF25aayiimj,i,Bazin,5.544,11.068,30.000,0.645,8,120.835,-0.049495,0.001056,NaN,NaN
ZTF25aaylqqq,r,Full,2.444,24.352,31.597,3.535,69,65.068,-0.155466,0.044586,NaN,NaN
ZTF25aaylqqq,g,Full,3.402,12.210,34.858,2.487,47,65.068,-0.141725,0.088920,NaN,NaN
ZTF25aaylqqq,i,Full,0.900,42.136,23.546,1.713,11,31.716,0.012405,0.025768,NaN,NaN
ZTF25aaymdbo,r,Full,2.520,27.549,9.746,1.895,43,42.027,-0.291104,0.039397,NaN,NaN
ZTF25aaymdbo,g,Full,3.742,10.135,14.494,0.983,32,42.027,-0.214097,0.106239,NaN,NaN
ZTF25aaymdbo,i,Full,0.927,74.886,3.713,3.040,17,3.379,-0.341438,0.014498,NaN,NaN
ZTF25aaymgxm,i,Full,30.752,1808.042,21.338,0.833,16,41.705,0.027432,-0.004906,NaN,NaN
ZTF25aaymgxm,g,Full,11.313,1808.042,29.484,70.221,5,10.953,-0.045249,-0.001479,NaN,NaN
ZTF25aaymgxm,r,Full,11.313,665.142,11.338,0.262,2,NaN,0.000425,0.001205,NaN,NaN
ZTF25aaymido,g,Bazin,1.768,10.834,-2.791,0.000,3,NaN,0.038774,0.105916,NaN,NaN
ZTF25aaymnha,g,Full,9.182,47.727,16.603,1.236,95,175.648,-0.031261,0.022749,NaN,NaN
ZTF25aaymnha,r,Full,6.292,49.700,11.038,1.215,72,175.648,-0.040543,0.021846,NaN,NaN
ZTF25aaymnha,i,Full,11.650,43.063,22.691,1.647,42,175.648,-0.031365,0.025211,NaN,NaN
ZTF25aaymnmn,g,Full,31.992,1808.042,43.684,0.457,56,NaN,0.004271,-0.000262,NaN,NaN
ZTF25aaymnmn,r,Full,35.848,1808.042,48.615,0.428,33,NaN,0.000434,-0.000677,NaN,NaN
ZTF25aaymnmn,i,Full,37.871,665.142,53.684,0.142,4,NaN,0.003390,0.000027,NaN,NaN
ZTF25aaymwcj,r,Bazin,2.724,33.115,22.939,2.180,13,3.779,-0.284138,0.036053,NaN,NaN
ZTF25aaymwcj,g,Bazin,2.729,9.448,27.367,0.859,13,25.929,-0.169553,0.085605,NaN,NaN
ZTF25aayqucz,r,Bazin,1.000,33.115,1.329,0.843,3,0.712,-0.988187,-0.423924,NaN,NaN
ZTF25aayqucz,g,Bazin,1.000,33.115,1.147,0.869,2,0.712,-1.142457,-0.405269,NaN,NaN
ZTF25aayqxvf,r,Bazin,1.523,29.930,3.705,0.050,6,43.934,-0.166334,0.030804,NaN,NaN
ZTF25aayqxvf,g,Bazin,1.000,8.152,3.529,0.306,6,43.934,-0.111523,0.015606,NaN,NaN
ZTF25aayqxvf,i,Bazin,1.698,1.000,-53.231,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aayrata,r,Full,1.146,15.191,100.000,0.083,4,3.433,0.071472,0.071472,NaN,NaN
ZTF25aayrata,g,Full,0.422,41.294,93.570,1.818,4,NaN,0.026293,0.026293,NaN,NaN
ZTF25aaysvaj,g,Full,3.258,12.246,6.653,0.955,27,4.651,-0.207635,0.066063,NaN,NaN
ZTF25aaysvaj,r,Full,4.933,4.505,10.587,1.746,26,5.426,-0.144773,0.074368,NaN,NaN
ZTF25aaytfvv,r,Bazin,3.196,22.488,6.813,1.458,18,30.962,-0.291761,0.061551,NaN,NaN
ZTF25aaytfvv,g,Bazin,2.786,10.822,8.553,3.976,15,30.962,-0.231996,0.104675,NaN,NaN
ZTF25aaytlnf,r,Full,3.524,1808.042,31.468,1.545,15,28.653,-0.289162,0.049455,NaN,NaN
ZTF25aaytlnf,g,Full,2.846,1585.680,30.149,0.378,14,28.393,-0.362713,0.054630,NaN,NaN
ZTF25aayvwoc,r,Bazin,3.122,27.085,14.213,1.307,11,33.830,-0.238548,0.056144,NaN,NaN
ZTF25aayvwoc,g,Bazin,2.440,15.473,13.846,0.277,10,33.830,-0.221192,0.105493,NaN,NaN
ZTF25aayvymv,g,Full,3.480,17.492,16.555,1.408,9,12.891,-0.271829,0.046123,NaN,NaN
ZTF25aayvymv,r,Full,6.241,14.357,17.763,0.759,8,7.455,-0.122606,0.043169,NaN,NaN
ZTF25aayxghj,r,Bazin,2.099,17.791,9.637,8.403,53,75.854,-0.181820,0.042517,NaN,NaN
ZTF25aayxghj,g,Bazin,2.801,13.825,11.352,14.828,35,75.854,-0.157616,0.063585,NaN,NaN
ZTF25aayxhar,r,Bazin,3.811,27.295,7.051,1.200,44,48.904,-0.127334,0.043188,NaN,NaN
ZTF25aayxhar,g,Bazin,4.612,19.769,8.650,1.447,34,48.904,-0.134662,0.148776,NaN,NaN
ZTF25aayxsry,g,Bazin,3.400,15.780,9.203,1.020,77,47.917,-0.164972,0.078788,NaN,NaN
ZTF25aayxsry,r,Bazin,2.975,22.232,8.208,1.648,55,47.917,-0.175831,0.044333,NaN,NaN
ZTF25aazfwoe,g,FastDecay,NaN,5.232,-1.463,0.188,5,NaN,0.022778,0.153313,NaN,NaN
ZTF25aazgjuz,g,Bazin,33.115,2.038,-100.000,0.000,1,NaN,NaN,NaN,NaN,NaN
ZTF25aazgkhd,g,Bazin,1.000,33.115,30.000,29.456,57,99.086,0.025425,0.005217,NaN,NaN
ZTF25aazgkhd,r,Bazin,1.000,24.738,30.000,58.026,51,110.743,0.041016,0.010094,NaN,NaN
ZTF25aazgkhd,i,Bazin,2.058,15.115,30.000,0.045,2,84.838,0.020907,0.000051,NaN,NaN
ZTF25aazgntl,g,Bazin,33.115,1.000,-74.516,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aazgntl,r,Bazin,1.359,1.000,-97.003,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aazhufn,g,Bazin,3.618,17.772,7.133,0.807,30,29.968,-0.161045,0.062391,NaN,NaN
ZTF25aazhufn,r,Bazin,3.842,27.856,5.214,0.656,29,2.560,-0.161889,0.045359,NaN,NaN
ZTF25aazivum,r,Full,2.073,0.051,3.708,0.304,12,31.997,-0.220268,0.084525,NaN,NaN
ZTF25aazivum,g,Full,1.810,0.019,3.381,1.362,12,31.997,-0.232958,0.085288,NaN,NaN
ZTF25aazjqwa,r,FastDecay,NaN,29.909,7.972,0.831,9,3.212,-0.000000,0.036301,NaN,NaN
ZTF25aazjqwa,g,FastDecay,NaN,11.003,10.945,0.712,6,13.653,0.003512,0.098676,NaN,NaN
ZTF25aazkont,r,FastDecay,NaN,19.780,88.301,5.558,42,42.439,0.011454,0.054892,NaN,NaN
ZTF25aazkont,g,FastDecay,NaN,21.196,78.301,1.160,28,51.017,0.014018,0.051224,NaN,NaN
ZTF25aazkont,i,FastDecay,NaN,12.047,98.301,1.110,5,30.249,0.005303,0.090127,NaN,NaN
ZTF25aazmoqk,r,Bazin,1.000,1.132,-34.989,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aazmoqk,i,Bazin,3.004,1.285,-80.302,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aazpxde,r,Bazin,23.049,1.000,-71.699,0.000,1,NaN,NaN,NaN,NaN,NaN
ZTF25aazqalk,r,Bazin,28.920,17.231,30.000,0.600,13,38.575,0.034622,0.034549,NaN,NaN
ZTF25aazqalk,g,Bazin,4.361,17.339,10.445,0.656,11,59.972,-0.105685,0.080821,NaN,NaN
ZTF25aazqalk,i,Bazin,4.981,5.013,30.000,0.000,3,33.150,0.002313,-0.000000,NaN,NaN
ZTF25aazqavg,r,Bazin,3.730,22.128,3.506,2.555,40,39.863,-0.019719,0.028567,NaN,NaN
ZTF25aazqavg,g,Bazin,5.315,6.069,19.896,1.315,30,45.558,0.000991,0.003342,NaN,NaN
ZTF25aazqavg,i,Bazin,2.370,2.697,14.396,0.680,24,44.490,0.007595,0.000000,NaN,NaN
ZTF25aazqbmd,r,FastDecay,NaN,23.609,11.902,1.103,23,3.698,-0.000000,0.045988,NaN,NaN
ZTF25aazqbmd,i,FastDecay,NaN,35.066,5.582,1.518,21,3.858,0.014383,0.030963,NaN,NaN
ZTF25aazqbmd,g,FastDecay,NaN,12.051,7.380,3.666,19,16.237,0.001306,0.090099,NaN,NaN
ZTF25aazruwq,g,Bazin,2.975,12.396,10.833,0.032,5,6.142,-0.150152,0.044790,NaN,NaN
ZTF25aazruwq,r,Bazin,1.794,33.115,8.060,0.000,2,6.545,-0.127534,0.023676,NaN,NaN
ZTF25aazsout,g,Bazin,1.000,33.115,11.385,0.087,4,1.205,-0.212684,-0.441258,NaN,NaN
ZTF25aazufyf,r,Bazin,3.054,33.115,6.679,2.798,74,73.826,-0.125882,0.059455,NaN,NaN
ZTF25aazufyf,g,Bazin,3.268,13.753,11.141,1.795,60,73.826,-0.122212,0.061548,NaN,NaN
ZTF25aazufyf,i,Bazin,1.271,33.115,5.528,4.542,44,73.826,-0.120550,0.022830,NaN,NaN
ZTF25aazuxfi,r,Full,2.641,19.564,33.242,5.080,20,43.981,-0.214474,0.055494,NaN,NaN
ZTF25aazuxfi,g,Full,3.020,11.209,34.597,7.606,19,43.981,-0.216493,0.096845,NaN,NaN
ZTF25aazvkec,g,Full,2.608,485.652,6.762,2.006,51,44.985,-0.221955,0.152048,NaN,NaN
ZTF25aazvkec,i,Full,7.089,178.661,9.492,0.985,28,44.985,-0.063604,0.003734,NaN,NaN
ZTF25aazxxqi,r,Bazin,2.763,33.115,5.955,0.791,39,81.843,-0.077815,0.036651,NaN,NaN
ZTF25aazxxqi,g,Bazin,5.022,6.484,30.000,6.472,33,44.006,-0.035894,0.004298,NaN,NaN
ZTF25aazxxqi,i,Bazin,9.527,1.000,-37.952,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aazyrpj,r,FastDecay,NaN,148.413,10.626,0.835,4,NaN,0.000000,0.007316,NaN,NaN
ZTF25aazyrpj,g,FastDecay,NaN,59.795,20.626,2.527,3,NaN,0.000000,0.016629,NaN,NaN
ZTF25ababeev,g,Full,3.542,68.816,12.918,1.040,64,90.722,0.055432,0.015777,NaN,NaN
ZTF25ababeev,r,Full,665.142,23.318,13.692,20.349,60,94.062,0.045756,0.045807,NaN,NaN
ZTF25ababeev,i,Full,9.629,25.316,22.318,9.200,32,71.798,0.005368,0.042877,NaN,NaN
ZTF25ababepu,r,Bazin,16.350,14.171,11.574,0.996,43,10.841,0.034129,0.051580,NaN,NaN
ZTF25ababepu,i,Bazin,10.249,20.942,8.040,0.718,17,NaN,-0.011465,0.033784,NaN,NaN
ZTF25ababepu,g,Bazin,1.000,1.644,19.711,0.227,6,29.964,-0.014141,0.167669,NaN,NaN
ZTF25abacktu,r,Bazin,11.688,33.115,18.616,0.558,14,NaN,-0.035676,0.013627,NaN,NaN
ZTF25abacktu,g,Bazin,5.090,8.507,7.674,0.199,5,18.651,-0.004798,0.030817,NaN,NaN
ZTF25abacnxx,r,Full,3.440,27.423,28.381,3.146,36,91.879,-0.272148,0.039593,NaN,NaN
ZTF25abacnxx,g,Full,3.783,15.948,29.775,3.848,29,91.879,-0.248202,0.068078,NaN,NaN
ZTF25abacyxb,r,Bazin,3.139,31.826,9.231,5.374,32,88.832,-0.128080,0.049724,NaN,NaN
ZTF25abacyxb,g,Bazin,2.890,15.833,11.100,24.474,31,88.832,-0.117169,0.043802,NaN,NaN
ZTF25abadcvl,r,Full,3.589,29.611,9.765,2.067,19,56.897,-0.165047,0.036661,NaN,NaN
ZTF25abadcvl,g,Full,3.095,14.492,8.756,0.621,17,56.897,-0.181423,0.074918,NaN,NaN
ZTF25abadtsx,r,Bazin,3.141,25.098,26.956,226.841,63,121.044,0.033817,0.015538,NaN,NaN
ZTF25abadtsx,g,Bazin,3.474,14.042,29.865,223.869,54,127.728,0.053877,0.000473,NaN,NaN
ZTF25abaefwo,r,Full,3.791,27.194,11.566,5.369,53,81.882,-0.108743,0.039925,NaN,NaN
ZTF25abaefwo,g,Full,3.937,14.362,12.917,2.941,33,81.882,-0.108214,0.075599,NaN,NaN
ZTF25abaefwo,i,Full,5.642,15.932,12.571,1.734,28,81.882,-0.053304,0.068142,NaN,NaN
ZTF25abaismh,r,Full,665.142,1808.042,-5.000,1.184,6,NaN,0.036160,0.037142,NaN,NaN
ZTF25abaisuk,r,Bazin,5.728,15.747,8.270,1.204,6,NaN,-0.040270,0.033004,NaN,NaN
ZTF25abaisuk,g,Bazin,9.942,1.189,-87.598,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25abajpgd,r,Full,1.835,37.721,27.372,0.838,8,39.930,-0.268622,0.028783,NaN,NaN
ZTF25abajpgd,g,Full,1.790,102.536,27.279,0.114,5,4.816,-0.284366,0.010589,NaN,NaN
ZTF25abakvtg,r,Full,2.118,25.436,17.509,5.987,40,50.926,-0.181306,0.042685,NaN,NaN
ZTF25abakvtg,g,Full,2.053,12.975,17.343,6.301,35,50.926,-0.178891,0.083677,NaN,NaN
ZTF25abakxkw,r,Full,80.552,0.007,90.238,17.749,67,8.221,0.001062,0.028019,NaN,NaN
ZTF25abakxkw,g,Full,665.142,58.621,49.461,10.136,64,52.524,0.016462,0.017724,NaN,NaN
ZTF25abakxkw,i,Full,62.133,0.011,90.468,0.034,1,4.111,-0.002528,0.028723,NaN,NaN
ZTF25abalshy,g,Bazin,3.118,14.930,8.647,1.395,32,30.034,-0.160348,0.058061,NaN,NaN
ZTF25abalshy,r,Bazin,3.753,16.121,10.133,1.901,26,4.830,-0.154683,0.058546,NaN,NaN
ZTF25abalshy,i,Bazin,2.129,33.115,5.851,1.203,21,30.034,-6.695684,0.064053,NaN,NaN
ZTF25abansec,r,Bazin,31.579,6.185,20.267,1735.413,108,NaN,0.000000,0.000000,NaN,NaN
ZTF25abansec,g,Bazin,1.105,9.721,30.000,840.578,105,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25abansec,i,Bazin,11.618,1.417,-51.466,4.015,6,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25abaqwxu,r,Full,3.033,26.694,11.321,2.694,46,76.914,-0.149831,0.040673,NaN,NaN
ZTF25abaqwxu,g,Full,7.770,11.774,19.837,3.454,37,76.914,-0.061457,0.091864,NaN,NaN
ZTF25abaqwxu,i,Full,2.047,35.541,6.844,2.827,32,76.914,-0.126808,0.030549,NaN,NaN
ZTF25abarleb,r,Bazin,1.993,3.445,-100.000,0.878,13,NaN,0.000000,0.000000,NaN,NaN
ZTF25abarleb,g,Bazin,1.018,1.842,-15.867,1.231,12,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25abarleb,i,Bazin,31.937,1.401,26.703,0.452,4,NaN,-0.000000,0.000000,NaN,NaN
ZTF25abasxaa,r,Bazin,33.115,1.000,-3.140,0.946,13,NaN,0.019472,0.000483,NaN,NaN
ZTF25abawaie,r,Bazin,1.000,11.057,-0.328,0.284,15,15.412,0.032115,0.036132,NaN,NaN
ZTF25abawltx,r,Full,665.142,11.411,77.062,48.618,48,54.369,0.009211,0.094354,NaN,NaN
ZTF25abawltx,g,Full,665.142,9.220,67.062,37.282,34,60.344,0.010386,0.116971,NaN,NaN
ZTF25abaxljl,r,Bazin,5.537,15.427,-7.721,0.195,135,30.693,0.044734,0.026239,NaN,NaN
ZTF25abazqup,r,Full,3.177,0.551,18.343,1.552,18,16.452,-0.315727,0.042489,NaN,NaN
ZTF25abazqup,g,Full,4.276,1.497,18.122,0.270,10,40.925,-0.217768,0.065283,NaN,NaN
ZTF25abbakoi,i,Full,665.142,1033.953,12.874,1.218,11,NaN,0.018703,0.000264,NaN,NaN
ZTF25abbakoi,g,Full,665.142,380.370,7.242,0.134,4,NaN,0.014380,0.002072,NaN,NaN
ZTF25abbakoi,r,Full,271.407,495.659,2.874,0.034,2,NaN,0.001708,0.000408,NaN,NaN
ZTF25abbaljx,g,Bazin,2.996,4.503,17.861,3.950,22,73.931,-0.062416,0.000095,NaN,NaN
ZTF25abbaljx,r,Bazin,1.119,15.611,14.305,3.075,20,73.931,-0.123274,0.013606,NaN,NaN
